timestamp,value
2026-01-01 00:00:00,93.37089660456577
2026-01-01 01:00:00,107.19612520995825
2026-01-01 02:00:00,94.16051992954587
2026-01-01 03:00:00,106.43450327685878
2026-01-01 04:00:00,91.6141611567297
2026-01-01 05:00:00,96.52333125242693
2026-01-01 06:00:00,97.11923381651923
2026-01-01 07:00:00,105.66333533530891
2026-01-01 08:00:00,108.77057947510332
2026-01-01 09:00:00,104.9630348695359
2026-01-01 10:00:00,97.43451931328502
2026-01-01 11:00:00,102.49287696120203
2026-01-01 12:00:00,92.32355716458781
2026-01-01 13:00:00,96.45518867322197
2026-01-01 14:00:00,95.83312680586526
2026-01-01 15:00:00,99.97570282562346
2026-01-01 16:00:00,101.10076599648605
2026-01-01 17:00:00,94.36111578320846
2026-01-01 18:00:00,101.02386692225309
2026-01-01 19:00:00,101.81408857631993
2026-01-01 20:00:00,102.71195620334733
2026-01-01 21:00:00,97.35909357042684
2026-01-01 22:00:00,101.64558275164894
2026-01-01 23:00:00,115.16481725772628
2026-01-02 00:00:00,94.96321585604014
2026-01-02 01:00:00,95.98666938840947
2026-01-02 02:00:00,109.18192108897411
2026-01-02 03:00:00,91.39263763510337
2026-01-02 04:00:00,104.63677434363416
2026-01-02 05:00:00,95.94868278777292
2026-01-02 06:00:00,99.87090674291446
2026-01-02 07:00:00,105.12485354360787
2026-01-02 08:00:00,98.74005245028657
2026-01-02 09:00:00,102.9891147525214
2026-01-02 10:00:00,107.39353080540529
2026-01-02 11:00:00,102.35416114907997
2026-01-02 12:00:00,95.75382215242506
2026-01-02 13:00:00,99.70958786701719
2026-01-02 14:00:00,96.52560952939243
2026-01-02 15:00:00,98.85076156212851
2026-01-02 16:00:00,106.7674271934111
2026-01-02 17:00:00,95.97032181790208
2026-01-02 18:00:00,101.71276810163873
2026-01-02 19:00:00,99.59306926978084
2026-01-02 20:00:00,104.04815519604703
2026-01-02 21:00:00,97.79300018225649
2026-01-02 22:00:00,97.30701412315018
2026-01-02 23:00:00,111.20899090303489
2026-01-03 00:00:00,92.38863365543098
2026-01-03 01:00:00,91.8633361423579
2026-01-03 02:00:00,102.69888808454184
2026-01-03 03:00:00,100.83879120125054
2026-01-03 04:00:00,94.49813529596092
2026-01-03 05:00:00,100.91915886088657
2026-01-03 06:00:00,103.60358387356423
2026-01-03 07:00:00,101.80969480352245
2026-01-03 08:00:00,98.27337345064979
2026-01-03 09:00:00,100.5293025749864
2026-01-03 10:00:00,103.05040843050017
2026-01-03 11:00:00,104.14197450137218
2026-01-03 12:00:00,112.25761987539023
2026-01-03 13:00:00,100.0294111742537
2026-01-03 14:00:00,97.92678842173335
2026-01-03 15:00:00,97.50682310882947
2026-01-03 16:00:00,92.77145027954366
2026-01-03 17:00:00,109.37007742540534
2026-01-03 18:00:00,101.08645724624134
2026-01-03 19:00:00,99.84315222066209
2026-01-03 20:00:00,99.49830102876929
2026-01-03 21:00:00,93.54531033273082
2026-01-03 22:00:00,98.17997399038852
2026-01-03 23:00:00,108.91592826386592
2026-01-04 00:00:00,103.67231802178739
2026-01-04 01:00:00,103.49835286887732
2026-01-04 02:00:00,94.5836991045872
2026-01-04 03:00:00,103.73287636919935
2026-01-04 04:00:00,96.0367647996112
2026-01-04 05:00:00,102.83168345717371
2026-01-04 06:00:00,97.90662552008594
2026-01-04 07:00:00,98.99413119960471
2026-01-04 08:00:00,100.50420745414924
2026-01-04 09:00:00,93.41813145836566
2026-01-04 10:00:00,104.26891660020841
2026-01-04 11:00:00,105.6470561114443
2026-01-04 12:00:00,96.58240873544764
2026-01-04 13:00:00,106.36312763982295
2026-01-04 14:00:00,107.2583902662362
2026-01-04 15:00:00,93.82816017879536
2026-01-04 16:00:00,104.068401217727
2026-01-04 17:00:00,100.19224891439686
2026-01-04 18:00:00,101.95422236371553
2026-01-04 19:00:00,99.01573819185036
2026-01-04 20:00:00,102.26989189343938
2026-01-04 21:00:00,101.35950599660441
2026-01-04 22:00:00,101.23175138893285
2026-01-04 23:00:00,104.80315598408542
2026-01-05 00:00:00,100.54632982342861
2026-01-05 01:00:00,92.27290788290426
2026-01-05 02:00:00,101.97474979783686
2026-01-05 03:00:00,105.51356290243737
2026-01-05 04:00:00,97.82825107642151
2026-01-05 05:00:00,101.57645910009789
2026-01-05 06:00:00,93.48684962063197
2026-01-05 07:00:00,97.9180932608142
2026-01-05 08:00:00,96.48120406002116
2026-01-05 09:00:00,95.81781041140331
2026-01-05 10:00:00,101.77124679606158
2026-01-05 11:00:00,101.5556828362697
2026-01-05 12:00:00,97.09822332332128
2026-01-05 13:00:00,97.30943073306426
2026-01-05 14:00:00,92.51560206602713
2026-01-05 15:00:00,101.57277140234825
2026-01-05 16:00:00,99.76329614071926
2026-01-05 17:00:00,107.83506292461512
2026-01-05 18:00:00,99.40395740128511
2026-01-05 19:00:00,93.95845996548138
2026-01-05 20:00:00,101.6044585800396
2026-01-05 21:00:00,96.25989937294258
2026-01-05 22:00:00,102.99097290350173
2026-01-05 23:00:00,108.79087117005403
